iso3c,rcid,year,issue_domain,brazil,post_2009,observation_weight,fwl_residual,ddd_outcome_weight
ESP,4735,2006,Human rights,0,0,1,0.003519075648167535,1.1247650591781336e-4
EST,4735,2006,Human rights,0,0,1,0.003518003699994385,1.1244224436816362e-4
FIN,4735,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
FJI,4735,2006,Human rights,0,0,1,0.003446699281850372,1.1016321640423863e-4
FRA,4735,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
GAB,4735,2006,Human rights,0,0,1,0.0035648258403710234,1.1393877109156612e-4
GBR,4735,2006,Human rights,0,0,1,0.0035220177487937424,1.1257054117922264e-4
GEO,4735,2006,Human rights,0,0,1,0.003503306473736632,1.1197249241582455e-4
GHA,4735,2006,Human rights,0,0,1,0.003445515775360885,1.1012538923370369e-4
GIN,4735,2006,Human rights,0,0,1,0.003491280018825936,1.1158810351312006e-4
GRC,4735,2006,Human rights,0,0,1,0.003515546687201122,1.1236371345788738e-4
GTM,4735,2006,Human rights,0,0,1,0.003507409034257678,1.1210361823375458e-4
GUY,4735,2006,Human rights,0,0,1,0.003506435201962239,1.1207249265849224e-4
HRV,4735,2006,Human rights,0,0,1,0.003508307383458987,1.1213233122243667e-4
HTI,4735,2006,Human rights,0,0,1,0.003486497907483262,1.1143525792850923e-4
HUN,4735,2006,Human rights,0,0,1,0.0035177023184675975,1.1243261162807209e-4
IND,4735,2006,Human rights,0,0,1,0.0035149848081128046,1.1234575470879509e-4
IRL,4735,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
ISL,4735,2006,Human rights,0,0,1,0.0035090420330112556,1.1215581205177217e-4
ISR,4735,2006,Human rights,0,0,1,0.003507010622589561,1.1209088422152328e-4
ITA,4735,2006,Human rights,0,0,1,0.003513048526693189,1.1228386738657586e-4
JAM,4735,2006,Human rights,0,0,1,0.0035117224885320574,1.1224148462644525e-4
JOR,4735,2006,Human rights,0,0,1,0.0035188044967174115,1.1246783938980044e-4
KEN,4735,2006,Human rights,0,0,1,0.003466510360712106,1.1079641703747605e-4
KWT,4735,2006,Human rights,0,0,1,0.003492162408377587,1.1161630640034125e-4
LBN,4735,2006,Human rights,0,0,1,0.003472818924096601,1.1099805099985436e-4
LBY,4735,2006,Human rights,0,0,1,0.0035272139060209488,1.1273662047604596e-4
LKA,4735,2006,Human rights,0,0,1,0.0035267104768370383,1.1272052989964339e-4
LTU,4735,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
LVA,4735,2006,Human rights,0,0,1,0.003513403364906565,1.1229520870639872e-4
MAR,4735,2006,Human rights,0,0,1,0.0035056536279893394,1.120475120333574e-4
MDA,4735,2006,Human rights,0,0,1,0.0034831346282901974,1.1132776098047999e-4
MDG,4735,2006,Human rights,0,0,1,0.0034135914064142387,1.0910502427661057e-4
MDV,4735,2006,Human rights,0,0,1,0.003522471354486561,1.1258503929989226e-4
MEX,4735,2006,Human rights,0,0,1,0.0035073843271778505,1.1210282854740274e-4
MUS,4735,2006,Human rights,0,0,1,0.003520876889953602,1.1253407711055414e-4
MWI,4735,2006,Human rights,0,0,1,0.0035160126019551387,1.1237860500010661e-4
NAM,4735,2006,Human rights,0,0,1,0.003595559575370196,1.1492108107069685e-4
NGA,4735,2006,Human rights,0,0,1,0.0034938941581371123,1.1167165649268065e-4
NIC,4735,2006,Human rights,0,0,1,0.003474864702046547,1.1106343804426571e-4
NLD,4735,2006,Human rights,0,0,1,0.0035090420330112556,1.1215581205177217e-4
NOR,4735,2006,Human rights,0,0,1,0.0035104766919527176,1.1220166654342068e-4
PAK,4735,2006,Human rights,0,0,1,0.003510495450284785,1.122022660962177e-4
PAN,4735,2006,Human rights,0,0,1,0.0034910011458649574,1.1157919019059397e-4
PNG,4735,2006,Human rights,0,0,1,0.0034715337470386503,1.1095697424009806e-4
POL,4735,2006,Human rights,0,0,1,0.0035121008281046116,1.1225357709544162e-4
PRT,4735,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
PRY,4735,2006,Human rights,0,0,1,0.0035105730181017565,1.1220474531459688e-4
QAT,4735,2006,Human rights,0,0,1,0.003512305542498961,1.1226012016586397e-4
ROU,4735,2006,Human rights,0,0,1,0.003521129961353915,1.1254216576499092e-4
RWA,4735,2006,Human rights,0,0,1,0.0036343195043409106,1.1615992382831667e-4
SEN,4735,2006,Human rights,0,0,1,0.003507852184580977,1.1211778218046796e-4
SGP,4735,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
SLV,4735,2006,Human rights,0,0,1,0.00349038451976311,1.1155948162041032e-4
SUR,4735,2006,Human rights,0,0,1,0.00347074820653264,1.1093186683684604e-4
SVK,4735,2006,Human rights,0,0,1,0.0035095273332390485,1.1217132319145786e-4
SVN,4735,2006,Human rights,0,0,1,0.0035090420330112556,1.1215581205177217e-4
SWE,4735,2006,Human rights,0,0,1,0.0035179688607766737,1.1244113083896765e-4
SWZ,4735,2006,Human rights,0,0,1,0.0035772205008323646,1.1433492856020573e-4
TGO,4735,2006,Human rights,0,0,1,0.0034515390171038674,1.1031790376117677e-4
TTO,4735,2006,Human rights,0,0,1,0.0035105813605745767,1.1220501195626284e-4
TUN,4735,2006,Human rights,0,0,1,0.0035295485839829097,1.128112413270474e-4
TUR,4735,2006,Human rights,0,0,1,0.0034910002319085676,1.1157916097876917e-4
UGA,4735,2006,Human rights,0,0,1,0.0034712611797803753,1.1094826246010142e-4
UKR,4735,2006,Human rights,0,0,1,0.003527953979851479,1.1276027467587045e-4
VEN,4735,2006,Human rights,0,0,1,0.003505155081208044,1.1203157750804366e-4
ALB,4736,2006,Human rights,0,0,1,0.003602514795135069,1.1514338342940028e-4
ARE,4736,2006,Human rights,0,0,1,0.0036393913638372135,1.1632203032777408e-4
ARG,4736,2006,Human rights,0,0,1,0.0036248525803411237,1.1585734251443103e-4
AUT,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
AZE,4736,2006,Human rights,0,0,1,0.0036451345734698284,1.1650559448405086e-4
BGD,4736,2006,Human rights,0,0,1,0.0036363595076265324,1.162251263032186e-4
BGR,4736,2006,Human rights,0,0,1,0.0036645254123881203,1.1712536343089925e-4
BHR,4736,2006,Human rights,0,0,1,0.003622342156195932,1.1577710447340741e-4
BLR,4736,2006,Human rights,0,0,1,0.0036301328549459347,1.1602611036633695e-4
BOL,4736,2006,Human rights,0,0,1,0.0036607086661069187,1.1700337279227576e-4
BRA,4736,2006,Human rights,1,0,1,-0.3259216601069552,-0.010417090508086252
BRB,4736,2006,Human rights,0,0,1,0.0036070410140230146,1.1528805019318538e-4
BTN,4736,2006,Human rights,0,0,1,0.0035665054974268026,1.139924561997202e-4
BWA,4736,2006,Human rights,0,0,1,0.003517317861030158,1.124203236202085e-4
CAN,4736,2006,Human rights,0,0,1,0.0036254385010508657,1.1587606968052959e-4
CIV,4736,2006,Human rights,0,0,1,0.003479541489364855,1.1121291726809483e-4
COL,4736,2006,Human rights,0,0,1,0.003616972064626414,1.1560546589652357e-4
COM,4736,2006,Human rights,0,0,1,0.0036087241500017677,1.1534184649448777e-4
CPV,4736,2006,Human rights,0,0,1,0.003641461626120118,1.1638819993911386e-4
CRI,4736,2006,Human rights,0,0,1,0.00362140430093895,1.157471287943063e-4
CYP,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
CZE,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
DEU,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
DNK,4736,2006,Human rights,0,0,1,0.0036254385010508657,1.1587606968052959e-4
DOM,4736,2006,Human rights,0,0,1,0.0036373678278696165,1.1625735418040202e-4
DZA,4736,2006,Human rights,0,0,1,0.0036279428905980475,1.1595611484405735e-4
ECU,4736,2006,Human rights,0,0,1,0.003622894136796294,1.1579474684756197e-4
EGY,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
ESP,4736,2006,Human rights,0,0,1,0.0036354721162071453,1.1619676354657082e-4
EST,4736,2006,Human rights,0,0,1,0.0036344001680339954,1.1616250199692107e-4
FIN,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
FJI,4736,2006,Human rights,0,0,1,0.003563095749889982,1.1388347403299606e-4
FRA,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
GAB,4736,2006,Human rights,0,0,1,0.0036812223084106335,1.1765902872032356e-4
GBR,4736,2006,Human rights,0,0,1,0.003638414216833353,1.1629079880798009e-4
GEO,4736,2006,Human rights,0,0,1,0.0036197029417762423,1.1569275004458199e-4
GHA,4736,2006,Human rights,0,0,1,0.0035619122434004955,1.1384564686246114e-4
GIN,4736,2006,Human rights,0,0,1,0.003607676486865546,1.1530836114187749e-4
GRC,4736,2006,Human rights,0,0,1,0.003631943155240732,1.160839710866448e-4
GTM,4736,2006,Human rights,0,0,1,0.003623805502297288,1.1582387586251201e-4
GUY,4736,2006,Human rights,0,0,1,0.003622831670001849,1.1579275028724968e-4
HRV,4736,2006,Human rights,0,0,1,0.0036247038514985964,1.158525888511941e-4
HUN,4736,2006,Human rights,0,0,1,0.003634098786507208,1.1615286925682954e-4
IND,4736,2006,Human rights,0,0,1,0.003631381276152415,1.1606601233755253e-4
IRL,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
ISL,4736,2006,Human rights,0,0,1,0.0036254385010508657,1.1587606968052959e-4
ISR,4736,2006,Human rights,0,0,1,0.0036234070906291716,1.1581114185028071e-4
ITA,4736,2006,Human rights,0,0,1,0.0036294449947327995,1.1600412501533331e-4
JAM,4736,2006,Human rights,0,0,1,0.003628118956571667,1.1596174225520268e-4
JOR,4736,2006,Human rights,0,0,1,0.0036352009647570216,1.1618809701855788e-4
KEN,4736,2006,Human rights,0,0,1,0.003582906828751716,1.1451667466623348e-4
KWT,4736,2006,Human rights,0,0,1,0.003608558876417197,1.1533656402909868e-4
LBN,4736,2006,Human rights,0,0,1,0.0035892153921362113,1.1471830862861181e-4
LBY,4736,2006,Human rights,0,0,1,0.003643610374060559,1.164568781048034e-4
LKA,4736,2006,Human rights,0,0,1,0.0036431069448766484,1.1644078752840081e-4
LTU,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
LVA,4736,2006,Human rights,0,0,1,0.003629799832946175,1.1601546633515615e-4
MAR,4736,2006,Human rights,0,0,1,0.0036220500960289503,1.1576776966211485e-4
MDA,4736,2006,Human rights,0,0,1,0.0035995310963298074,1.1504801860923743e-4
MDG,4736,2006,Human rights,0,0,1,0.0035299878744538484,1.1282528190536799e-4
MDV,4736,2006,Human rights,0,0,1,0.003638867822526171,1.1630529692864968e-4
MEX,4736,2006,Human rights,0,0,1,0.0036237807952174605,1.1582308617616018e-4
MUS,4736,2006,Human rights,0,0,1,0.0036372733579932127,1.1625433473931159e-4
MWI,4736,2006,Human rights,0,0,1,0.0036324090699947484,1.1609886262886402e-4
NAM,4736,2006,Human rights,0,0,1,0.003711956043409806,1.1864133869945428e-4
NGA,4736,2006,Human rights,0,0,1,0.003610290626176723,1.153919141214381e-4
NIC,4736,2006,Human rights,0,0,1,0.003591261170086157,1.1478369567302315e-4
NLD,4736,2006,Human rights,0,0,1,0.0036254385010508657,1.1587606968052959e-4
NOR,4736,2006,Human rights,0,0,1,0.0036268731599923268,1.1592192417217808e-4
PAK,4736,2006,Human rights,0,0,1,0.003626891918324395,1.1592252372497512e-4
PAN,4736,2006,Human rights,0,0,1,0.003607397613904568,1.1529944781935142e-4
PNG,4736,2006,Human rights,0,0,1,0.0035879302150782603,1.146772318688555e-4
POL,4736,2006,Human rights,0,0,1,0.0036284972961442216,1.1597383472419906e-4
PRT,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
PRY,4736,2006,Human rights,0,0,1,0.0036269694861413666,1.159250029433543e-4
QAT,4736,2006,Human rights,0,0,1,0.0036287020105385715,1.159803777946214e-4
ROU,4736,2006,Human rights,0,0,1,0.0036375264293935245,1.1626242339374833e-4
SEN,4736,2006,Human rights,0,0,1,0.003624248652620587,1.158380398092254e-4
SGP,4736,2006,Human rights,0,0,1,0.003631169867754488,1.1605925531374917e-4
SLV,4736,2006,Human rights,0,0,1,0.0036067809878027202,1.1527973924916775e-4
SUR,4736,2006,Human rights,0,0,1,0.0035871446745722505,1.1465212446560347e-4
SVK,4736,2006,Human rights,0,0,1,0.003625923801278659,1.1589158082021531e-4
SVN,4736,2006,Human rights,0,0,1,0.0036254385010508657,1.1587606968052959e-4
SWE,4736,2006,Human rights,0,0,1,0.0036343653288162837,1.1616138846772508e-4
SWZ,4736,2006,Human rights,0,0,1,0.0036936169688719747,1.1805518618896315e-4
TGO,4736,2006,Human rights,0,0,1,0.0035679354851434774,1.140381613899342e-4
TTO,4736,2006,Human rights,0,0,1,0.003626977828614187,1.1592526958502028e-4
TUN,4736,2006,Human rights,0,0,1,0.0036459450520225202,1.1653149895580485e-4
TUR,4736,2006,Human rights,0,0,1,0.003607396699948178,1.1529941860752662e-4
UKR,4736,2006,Human rights,0,0,1,0.003644350447891089,1.1648053230462789e-4
VEN,4736,2006,Human rights,0,0,1,0.003621551549247654,1.1575183513680109e-4
ALB,4737,2006,Human rights,0,0,1,0.0034861183270954586,1.1142312580064285e-4
ARE,4737,2006,Human rights,0,0,1,0.0035229948957976034,1.1260177269901664e-4
ARG,4737,2006,Human rights,0,0,1,0.0035084561123015136,1.1213708488567359e-4
AUT,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
AZE,4737,2006,Human rights,0,0,1,0.0035287381054302184,1.1278533685529343e-4
BGD,4737,2006,Human rights,0,0,1,0.0035199630395869224,1.1250486867446116e-4
BGR,4737,2006,Human rights,0,0,1,0.0035481289443485106,1.1340510580214183e-4
BHR,4737,2006,Human rights,0,0,1,0.0035059456881563218,1.1205684684464997e-4
BLR,4737,2006,Human rights,0,0,1,0.0035137363869063246,1.1230585273757953e-4
BOL,4737,2006,Human rights,0,0,1,0.003544312198067308,1.1328311516351831e-4
BRA,4737,2006,Human rights,1,0,1,-0.32603805657499485,-0.010420810765715011
BRB,4737,2006,Human rights,0,0,1,0.003490644545983404,1.1156779256442793e-4
BTN,4737,2006,Human rights,0,0,1,0.003450109029387193,1.1027219857096278e-4
BWA,4737,2006,Human rights,0,0,1,0.0034009213929905475,1.0870006599145105e-4
CAN,4737,2006,Human rights,0,0,1,0.0035090420330112556,1.1215581205177217e-4
CIV,4737,2006,Human rights,0,0,1,0.003363145021325246,1.0749265963933744e-4
COL,4737,2006,Human rights,0,0,1,0.0035005755965868035,1.1188520826776611e-4
COM,4737,2006,Human rights,0,0,1,0.0034923276819621572,1.1162158886573031e-4
CPV,4737,2006,Human rights,0,0,1,0.003525065158080508,1.1266794231035642e-4
CRI,4737,2006,Human rights,0,0,1,0.00350500783289934,1.1202687116554887e-4
CYP,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
CZE,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
DEU,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
DNK,4737,2006,Human rights,0,0,1,0.0035090420330112556,1.1215581205177217e-4
DOM,4737,2006,Human rights,0,0,1,0.0035209713598300073,1.125370965516446e-4
DZA,4737,2006,Human rights,0,0,1,0.003511546422558437,1.122358572152999e-4
ECU,4737,2006,Human rights,0,0,1,0.0035064976687566836,1.1207448921880452e-4
EGY,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
ESP,4737,2006,Human rights,0,0,1,0.003519075648167535,1.1247650591781336e-4
EST,4737,2006,Human rights,0,0,1,0.003518003699994385,1.1244224436816362e-4
FIN,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
FJI,4737,2006,Human rights,0,0,1,0.003446699281850372,1.1016321640423863e-4
FRA,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
GAB,4737,2006,Human rights,0,0,1,0.0035648258403710234,1.1393877109156612e-4
GBR,4737,2006,Human rights,0,0,1,0.0035220177487937424,1.1257054117922264e-4
GEO,4737,2006,Human rights,0,0,1,0.003503306473736632,1.1197249241582455e-4
GHA,4737,2006,Human rights,0,0,1,0.003445515775360885,1.1012538923370369e-4
GIN,4737,2006,Human rights,0,0,1,0.003491280018825936,1.1158810351312006e-4
GRC,4737,2006,Human rights,0,0,1,0.003515546687201122,1.1236371345788738e-4
GTM,4737,2006,Human rights,0,0,1,0.003507409034257678,1.1210361823375458e-4
GUY,4737,2006,Human rights,0,0,1,0.003506435201962239,1.1207249265849224e-4
HRV,4737,2006,Human rights,0,0,1,0.003508307383458987,1.1213233122243667e-4
HTI,4737,2006,Human rights,0,0,1,0.003486497907483262,1.1143525792850923e-4
HUN,4737,2006,Human rights,0,0,1,0.0035177023184675975,1.1243261162807209e-4
IND,4737,2006,Human rights,0,0,1,0.0035149848081128046,1.1234575470879509e-4
IRL,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
ISL,4737,2006,Human rights,0,0,1,0.0035090420330112556,1.1215581205177217e-4
ISR,4737,2006,Human rights,0,0,1,0.003507010622589561,1.1209088422152328e-4
ITA,4737,2006,Human rights,0,0,1,0.003513048526693189,1.1228386738657586e-4
JAM,4737,2006,Human rights,0,0,1,0.0035117224885320574,1.1224148462644525e-4
JOR,4737,2006,Human rights,0,0,1,0.0035188044967174115,1.1246783938980044e-4
KEN,4737,2006,Human rights,0,0,1,0.003466510360712106,1.1079641703747605e-4
KWT,4737,2006,Human rights,0,0,1,0.003492162408377587,1.1161630640034125e-4
LBN,4737,2006,Human rights,0,0,1,0.003472818924096601,1.1099805099985436e-4
LBY,4737,2006,Human rights,0,0,1,0.0035272139060209488,1.1273662047604596e-4
LKA,4737,2006,Human rights,0,0,1,0.0035267104768370383,1.1272052989964339e-4
LTU,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
LVA,4737,2006,Human rights,0,0,1,0.003513403364906565,1.1229520870639872e-4
MAR,4737,2006,Human rights,0,0,1,0.0035056536279893394,1.120475120333574e-4
MDA,4737,2006,Human rights,0,0,1,0.0034831346282901974,1.1132776098047999e-4
MDG,4737,2006,Human rights,0,0,1,0.0034135914064142387,1.0910502427661057e-4
MDV,4737,2006,Human rights,0,0,1,0.003522471354486561,1.1258503929989226e-4
MEX,4737,2006,Human rights,0,0,1,0.0035073843271778505,1.1210282854740274e-4
MUS,4737,2006,Human rights,0,0,1,0.003520876889953602,1.1253407711055414e-4
MWI,4737,2006,Human rights,0,0,1,0.0035160126019551387,1.1237860500010661e-4
NAM,4737,2006,Human rights,0,0,1,0.003595559575370196,1.1492108107069685e-4
NGA,4737,2006,Human rights,0,0,1,0.0034938941581371123,1.1167165649268065e-4
NIC,4737,2006,Human rights,0,0,1,0.003474864702046547,1.1106343804426571e-4
NLD,4737,2006,Human rights,0,0,1,0.0035090420330112556,1.1215581205177217e-4
NOR,4737,2006,Human rights,0,0,1,0.0035104766919527176,1.1220166654342068e-4
PAK,4737,2006,Human rights,0,0,1,0.003510495450284785,1.122022660962177e-4
PAN,4737,2006,Human rights,0,0,1,0.0034910011458649574,1.1157919019059397e-4
PNG,4737,2006,Human rights,0,0,1,0.0034715337470386503,1.1095697424009806e-4
POL,4737,2006,Human rights,0,0,1,0.0035121008281046116,1.1225357709544162e-4
PRT,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
PRY,4737,2006,Human rights,0,0,1,0.0035105730181017565,1.1220474531459688e-4
QAT,4737,2006,Human rights,0,0,1,0.003512305542498961,1.1226012016586397e-4
ROU,4737,2006,Human rights,0,0,1,0.003521129961353915,1.1254216576499092e-4
RWA,4737,2006,Human rights,0,0,1,0.0036343195043409106,1.1615992382831667e-4
SEN,4737,2006,Human rights,0,0,1,0.003507852184580977,1.1211778218046796e-4
SGP,4737,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
SLV,4737,2006,Human rights,0,0,1,0.00349038451976311,1.1155948162041032e-4
SUR,4737,2006,Human rights,0,0,1,0.00347074820653264,1.1093186683684604e-4
SVK,4737,2006,Human rights,0,0,1,0.0035095273332390485,1.1217132319145786e-4
SVN,4737,2006,Human rights,0,0,1,0.0035090420330112556,1.1215581205177217e-4
SWE,4737,2006,Human rights,0,0,1,0.0035179688607766737,1.1244113083896765e-4
SWZ,4737,2006,Human rights,0,0,1,0.0035772205008323646,1.1433492856020573e-4
TGO,4737,2006,Human rights,0,0,1,0.0034515390171038674,1.1031790376117677e-4
TTO,4737,2006,Human rights,0,0,1,0.0035105813605745767,1.1220501195626284e-4
TUN,4737,2006,Human rights,0,0,1,0.0035295485839829097,1.128112413270474e-4
TUR,4737,2006,Human rights,0,0,1,0.0034910002319085676,1.1157916097876917e-4
UGA,4737,2006,Human rights,0,0,1,0.0034712611797803753,1.1094826246010142e-4
UKR,4737,2006,Human rights,0,0,1,0.003527953979851479,1.1276027467587045e-4
VEN,4737,2006,Human rights,0,0,1,0.003505155081208044,1.1203157750804366e-4
ALB,4738,2006,Human rights,0,0,1,0.0034861183270954586,1.1142312580064285e-4
ARE,4738,2006,Human rights,0,0,1,0.0035229948957976034,1.1260177269901664e-4
ARG,4738,2006,Human rights,0,0,1,0.0035084561123015136,1.1213708488567359e-4
AUT,4738,2006,Human rights,0,0,1,0.0035147733997148776,1.1233899768499172e-4
AZE,4738,2006,Human rights,0,0,1,0.0035287381054302184,1.1278533685529343e-4
BGD,4738,2006,Human rights,0,0,1,0.0035199630395869224,1.1250486867446116e-4
BGR,4738,2006,Human rights,0,0,1,0.0035481289443485106,1.1340510580214183e-4
BHR,4738,2006,Human rights,0,0,1,0.0035059456881563218,1.1205684684464997e-4
BLR,4738,2006,Human rights,0,0,1,0.0035137363869063246,1.1230585273757953e-4
BOL,4738,2006,Human rights,0,0,1,0.003544312198067308,1.1328311516351831e-4
BRA,4738,2006,Human rights,1,0,1,-0.32603805657499485,-0.010420810765715011
