iso3c,rcid,year,issue_domain,brazil,post_2009,observation_weight,fwl_residual,ddd_outcome_weight
BHR,4988,2009,Non-human rights,0,1,1,0.0019883421249873674,6.355128367423268e-5
BLR,4988,2009,Non-human rights,0,1,1,0.0019961328237373703,6.380028956716223e-5
BOL,4988,2009,Non-human rights,0,1,1,0.002026708634898354,6.477755199310101e-5
BRA,4988,2009,Non-human rights,1,1,1,-0.1787917265089981,-0.0057145315120512045
BRB,4988,2009,Non-human rights,0,1,1,0.0019730409828144493,6.306222939401062e-5
BTN,4988,2009,Non-human rights,0,1,1,0.0019325054662182387,6.176663540054548e-5
BWA,4988,2009,Non-human rights,0,1,1,0.0018833178298215936,6.0194502821033765e-5
CAN,4988,2009,Non-human rights,0,1,1,0.001991438469842301,6.365024888135486e-5
CIV,4988,2009,Non-human rights,0,1,1,0.0018455414581562911,5.898709646892012e-5
COL,4988,2009,Non-human rights,0,1,1,0.0019829720334178487,6.337964509734881e-5
COM,4988,2009,Non-human rights,0,1,1,0.0019747241187932033,6.311602569531303e-5
CPV,4988,2009,Non-human rights,0,1,1,0.0020074615949115526,6.41623791399391e-5
CRI,4988,2009,Non-human rights,0,1,1,0.0019874042697303855,6.352130799513157e-5
CYP,4988,2009,Non-human rights,0,1,1,0.001997169836545923,6.383343451457441e-5
CZE,4988,2009,Non-human rights,0,1,1,0.001997169836545923,6.383343451457441e-5
DEU,4988,2009,Non-human rights,0,1,1,0.001997169836545923,6.383343451457441e-5
DNK,4988,2009,Non-human rights,0,1,1,0.001991438469842301,6.365024888135486e-5
DOM,4988,2009,Non-human rights,0,1,1,0.002003367796661052,6.403153338122729e-5
DZA,4988,2009,Non-human rights,0,1,1,0.0019939428593894826,6.37302940448826e-5
ECU,4988,2009,Non-human rights,0,1,1,0.0019888941055877293,6.356892604838722e-5
EGY,4988,2009,Non-human rights,0,1,1,0.001997169836545923,6.383343451457441e-5
ESP,4988,2009,Non-human rights,0,1,1,0.0020014720849985805,6.397094274739607e-5
EST,4988,2009,Non-human rights,0,1,1,0.0020004001368254306,6.393668119774633e-5
FIN,4988,2009,Non-human rights,0,1,1,0.001997169836545923,6.383343451457441e-5
FJI,4988,2009,Non-human rights,0,1,1,0.0019290957186814176,6.165765323382133e-5
FRA,4988,2009,Non-human rights,0,1,1,0.001997169836545923,6.383343451457441e-5
GBR,4988,2009,Non-human rights,0,1,1,0.002004414185624788,6.406497800880535e-5
GEO,4988,2009,Non-human rights,0,1,1,0.0019857029105676775,6.346692924540726e-5
GHA,4988,2009,Non-human rights,0,1,1,0.0019279122121919304,6.16198260632864e-5
GIN,4988,2009,Non-human rights,0,1,1,0.0019736764556569815,6.308254034270277e-5
GRC,4988,2009,Non-human rights,0,1,1,0.0019979431240321676,6.385815028747009e-5
GTM,4988,2009,Non-human rights,0,1,1,0.0019898054710887226,6.359805506333725e-5
GUY,4988,2009,Non-human rights,0,1,1,0.0019888316387932847,6.356692948807495e-5
HRV,4988,2009,Non-human rights,0,1,1,0.001990703820290032,6.362676805201937e-5
HTI,4988,2009,Non-human rights,0,1,1,0.001968894344314307,6.292969475809192e-5
HUN,4988,2009,Non-human rights,0,1,1,0.002000098755298643,6.39270484576548e-5
IND,4988,2009,Non-human rights,0,1,1,0.0019973812449438507,6.384019153837781e-5
IRL,4988,2009,Non-human rights,0,1,1,0.001997169836545923,6.383343451457441e-5
ISL,4988,2009,Non-human rights,0,1,1,0.001991438469842301,6.365024888135486e-5
ISR,4988,2009,Non-human rights,0,1,1,0.0019894070594206064,6.358532105110597e-5
ITA,4988,2009,Non-human rights,0,1,1,0.0019954449635242347,6.377830421615857e-5
JAM,4988,2009,Non-human rights,0,1,1,0.0019941189253631026,6.373592145602795e-5
JOR,4988,2009,Non-human rights,0,1,1,0.002001200933548457,6.396227621938315e-5
KEN,4988,2009,Non-human rights,0,1,1,0.0019489067975431511,6.229085386705874e-5
KWT,4988,2009,Non-human rights,0,1,1,0.0019745588452086326,6.311074322992396e-5
LBN,4988,2009,Non-human rights,0,1,1,0.0019552153609276464,6.249248782943707e-5
LBY,4988,2009,Non-human rights,0,1,1,0.0020096103428519935,6.423105730562864e-5
LKA,4988,2009,Non-human rights,0,1,1,0.002009106913668084,6.42149667292261e-5
LTU,4988,2009,Non-human rights,0,1,1,0.001997169836545923,6.383343451457441e-5
LVA,4988,2009,Non-human rights,0,1,1,0.0019957998017376107,6.378964553598142e-5
MAR,4988,2009,Non-human rights,0,1,1,0.001988050064820385,6.35419488629401e-5
MDA,4988,2009,Non-human rights,0,1,1,0.001965531065121243,6.28221978100627e-5
MDG,4988,2009,Non-human rights,0,1,1,0.001895987843245284,6.059946110619327e-5
MDV,4988,2009,Non-human rights,0,1,1,0.0020048677913176065,6.407947612947497e-5
MEX,4988,2009,Non-human rights,0,1,1,0.0019897807640088952,6.359726537698542e-5
MUS,4988,2009,Non-human rights,0,1,1,0.002003273326784648,6.402851394013684e-5
MWI,4988,2009,Non-human rights,0,1,1,0.001998409038786184,6.38730418296893e-5
NAM,4988,2009,Non-human rights,0,1,1,0.0020779560122012406,6.641551790027953e-5
NGA,4988,2009,Non-human rights,0,1,1,0.001976290594968158,6.316609332226335e-5
NIC,4988,2009,Non-human rights,0,1,1,0.001957261138877592,6.255787487384839e-5
NLD,4988,2009,Non-human rights,0,1,1,0.001991438469842301,6.365024888135486e-5
NOR,4988,2009,Non-human rights,0,1,1,0.0019928731287837623,6.369610337300335e-5
PAK,4988,2009,Non-human rights,0,1,1,0.0019928918871158306,6.36967029258004e-5
PAN,4988,2009,Non-human rights,0,1,1,0.0019733975826960034,6.307362702017669e-5
PNG,4988,2009,Non-human rights,0,1,1,0.0019539301838696955,6.245141106968075e-5
POL,4988,2009,Non-human rights,0,1,1,0.001994497264935657,6.374801392502433e-5
PRT,4988,2009,Non-human rights,0,1,1,0.001997169836545923,6.383343451457441e-5
PRY,4988,2009,Non-human rights,0,1,1,0.001992969454932802,6.369918214417958e-5
QAT,4988,2009,Non-human rights,0,1,1,0.0019947019793300066,6.375455699544667e-5
ROU,4988,2009,Non-human rights,0,1,1,0.00200352639818496,6.403660259457361e-5
RWA,4988,2009,Non-human rights,0,1,1,0.002116715941171956,6.765436065789936e-5
SEN,4988,2009,Non-human rights,0,1,1,0.0019902486214120226,6.361221901005067e-5
SGP,4988,2009,Non-human rights,0,1,1,0.001997169836545923,6.383343451457441e-5
SLV,4988,2009,Non-human rights,0,1,1,0.001972780956594156,6.305391844999303e-5
SUR,4988,2009,Non-human rights,0,1,1,0.0019531446433636857,6.242630366642874e-5
SVK,4988,2009,Non-human rights,0,1,1,0.001991923770070094,6.366576002104056e-5
SVN,4988,2009,Non-human rights,0,1,1,0.001991438469842301,6.365024888135486e-5
SWE,4988,2009,Non-human rights,0,1,1,0.0020003652976077193,6.393556766855035e-5
TGO,4988,2009,Non-human rights,0,1,1,0.0019339354539349132,6.181234059075948e-5
TTO,4988,2009,Non-human rights,0,1,1,0.0019929777974056224,6.369944878584555e-5
TUN,4988,2009,Non-human rights,0,1,1,0.002011945020813955,6.43056781566301e-5
TUR,4988,2009,Non-human rights,0,1,1,0.0019733966687396133,6.307359780835188e-5
UGA,4988,2009,Non-human rights,0,1,1,0.001953657616611421,6.244269928968412e-5
UKR,4988,2009,Non-human rights,0,1,1,0.0020103504166825246,6.425471150545316e-5
VEN,4988,2009,Non-human rights,0,1,1,0.0019875515180390892,6.352601433762636e-5
ALB,4989,2009,Non-human rights,0,1,1,0.0019904413935791666,6.361838038365167e-5
ARE,4989,2009,Non-human rights,0,1,1,0.002027317962281311,6.479702728202546e-5
ARG,4989,2009,Non-human rights,0,1,1,0.0020127791787852207,6.43323394686824e-5
AUT,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
AZE,4989,2009,Non-human rights,0,1,1,0.002033061171913926,6.498059143830225e-5
BGR,4989,2009,Non-human rights,0,1,1,0.002052452010832218,6.560036038515066e-5
BHR,4989,2009,Non-human rights,0,1,1,0.0020102687546400292,6.425210142765879e-5
BLR,4989,2009,Non-human rights,0,1,1,0.002018059453390032,6.450110732058834e-5
BOL,4989,2009,Non-human rights,0,1,1,0.0020486352645510157,6.547836974652714e-5
BRA,4989,2009,Non-human rights,1,1,1,-0.17876979987934546,-0.005713830694297779
BRB,4989,2009,Non-human rights,0,1,1,0.001994967612467112,6.376304714743677e-5
BTN,4989,2009,Non-human rights,0,1,1,0.0019544320958709005,6.246745315397159e-5
BWA,4989,2009,Non-human rights,0,1,1,0.0019052444594742555,6.089532057445988e-5
CAN,4989,2009,Non-human rights,0,1,1,0.0020133650994949626,6.435106663478097e-5
CIV,4989,2009,Non-human rights,0,1,1,0.001867468087808953,5.9687914222346237e-5
COL,4989,2009,Non-human rights,0,1,1,0.002004898663070511,6.408046285077493e-5
COM,4989,2009,Non-human rights,0,1,1,0.001996650748445865,6.381684344873916e-5
CPV,4989,2009,Non-human rights,0,1,1,0.0020293882245642153,6.486319689336524e-5
CRI,4989,2009,Non-human rights,0,1,1,0.0020093308993830473,6.42221257485577e-5
CYP,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
CZE,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
DEU,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
DNK,4989,2009,Non-human rights,0,1,1,0.0020133650994949626,6.435106663478097e-5
DOM,4989,2009,Non-human rights,0,1,1,0.0020252944263137143,6.47323511346534e-5
DZA,4989,2009,Non-human rights,0,1,1,0.0020158694890421444,6.443111179830872e-5
ECU,4989,2009,Non-human rights,0,1,1,0.002010820735240391,6.426974380181333e-5
EGY,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
ESP,4989,2009,Non-human rights,0,1,1,0.0020233987146512427,6.46717605008222e-5
EST,4989,2009,Non-human rights,0,1,1,0.002022326766478093,6.463749895117246e-5
FIN,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
FJI,4989,2009,Non-human rights,0,1,1,0.0019510223483340794,6.235847098724744e-5
FRA,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
GBR,4989,2009,Non-human rights,0,1,1,0.0020263408152774503,6.476579576223147e-5
GEO,4989,2009,Non-human rights,0,1,1,0.0020076295402203393,6.416774699883337e-5
GHA,4989,2009,Non-human rights,0,1,1,0.0019498388418445925,6.232064381671252e-5
GIN,4989,2009,Non-human rights,0,1,1,0.0019956030853096433,6.378335809612888e-5
GRC,4989,2009,Non-human rights,0,1,1,0.0020198697536848295,6.45589680408962e-5
GTM,4989,2009,Non-human rights,0,1,1,0.002011732100741385,6.429887281676339e-5
GUY,4989,2009,Non-human rights,0,1,1,0.0020107582684459465,6.426774724150107e-5
HRV,4989,2009,Non-human rights,0,1,1,0.002012630449942694,6.432758580544549e-5
HTI,4989,2009,Non-human rights,0,1,1,0.0019908209739669695,6.363051251151805e-5
HUN,4989,2009,Non-human rights,0,1,1,0.002022025384951305,6.462786621108092e-5
IND,4989,2009,Non-human rights,0,1,1,0.0020193078745965125,6.454100929180392e-5
IRL,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
ISL,4989,2009,Non-human rights,0,1,1,0.0020133650994949626,6.435106663478097e-5
ISR,4989,2009,Non-human rights,0,1,1,0.0020113336890732686,6.428613880453209e-5
ITA,4989,2009,Non-human rights,0,1,1,0.002017371593176897,6.44791219695847e-5
JAM,4989,2009,Non-human rights,0,1,1,0.0020160455550157644,6.443673920945406e-5
JOR,4989,2009,Non-human rights,0,1,1,0.002023127563201119,6.466309397280927e-5
KEN,4989,2009,Non-human rights,0,1,1,0.001970833427195813,6.299167162048486e-5
KWT,4989,2009,Non-human rights,0,1,1,0.0019964854748612945,6.381156098335007e-5
LBN,4989,2009,Non-human rights,0,1,1,0.0019771419905803087,6.319330558286319e-5
LBY,4989,2009,Non-human rights,0,1,1,0.0020315369725046563,6.493187505905479e-5
LKA,4989,2009,Non-human rights,0,1,1,0.002031033543320746,6.49157844826522e-5
LTU,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
LVA,4989,2009,Non-human rights,0,1,1,0.0020177264313902725,6.449046328940753e-5
MAR,4989,2009,Non-human rights,0,1,1,0.002009976694473047,6.424276661636621e-5
MDA,4989,2009,Non-human rights,0,1,1,0.001987457694773905,6.352301556348882e-5
MDG,4989,2009,Non-human rights,0,1,1,0.001917914472897946,6.130027885961938e-5
MDV,4989,2009,Non-human rights,0,1,1,0.0020267944209702684,6.478029388290107e-5
MEX,4989,2009,Non-human rights,0,1,1,0.0020117073936615575,6.429808313041156e-5
MUS,4989,2009,Non-human rights,0,1,1,0.00202519995643731,6.472933169356298e-5
MWI,4989,2009,Non-human rights,0,1,1,0.002020335668438846,6.457385958311543e-5
NAM,4989,2009,Non-human rights,0,1,1,0.0020998826418539033,6.711633565370568e-5
NGA,4989,2009,Non-human rights,0,1,1,0.0019982172246208203,6.386691107568949e-5
NIC,4989,2009,Non-human rights,0,1,1,0.001979187768530254,6.325869262727453e-5
NLD,4989,2009,Non-human rights,0,1,1,0.0020133650994949626,6.435106663478097e-5
NOR,4989,2009,Non-human rights,0,1,1,0.0020147997584364246,6.439692112642948e-5
PAK,4989,2009,Non-human rights,0,1,1,0.0020148185167684924,6.439752067922651e-5
PAN,4989,2009,Non-human rights,0,1,1,0.0019953242123486653,6.37744447736028e-5
PNG,4989,2009,Non-human rights,0,1,1,0.0019758568135223578,6.315222882310689e-5
POL,4989,2009,Non-human rights,0,1,1,0.002016423894588319,6.444883167845044e-5
PRT,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
PRY,4989,2009,Non-human rights,0,1,1,0.002014896084585464,6.439999989760569e-5
QAT,4989,2009,Non-human rights,0,1,1,0.0020166286089826693,6.445537474887281e-5
ROU,4989,2009,Non-human rights,0,1,1,0.002025453027837622,6.473742034799972e-5
RWA,4989,2009,Non-human rights,0,1,1,0.002138642570824618,6.83551784113255e-5
SEN,4989,2009,Non-human rights,0,1,1,0.0020121752510646844,6.431303676347679e-5
SGP,4989,2009,Non-human rights,0,1,1,0.0020190964661985847,6.453425226800053e-5
SLV,4989,2009,Non-human rights,0,1,1,0.0019947075862468177,6.375473620341914e-5
SUR,4989,2009,Non-human rights,0,1,1,0.0019750712730163475,6.312712141985485e-5
SVK,4989,2009,Non-human rights,0,1,1,0.002013850399722756,6.436657777446668e-5
SVN,4989,2009,Non-human rights,0,1,1,0.0020133650994949626,6.435106663478097e-5
SWE,4989,2009,Non-human rights,0,1,1,0.0020222919272603816,6.463638542197649e-5
TGO,4989,2009,Non-human rights,0,1,1,0.0019558620835875753,6.25131583441856e-5
TTO,4989,2009,Non-human rights,0,1,1,0.0020149044270582842,6.440026653927167e-5
TUN,4989,2009,Non-human rights,0,1,1,0.002033871650466617,6.50064959100562e-5
UGA,4989,2009,Non-human rights,0,1,1,0.0019755842462640828,6.314351704311025e-5
UKR,4989,2009,Non-human rights,0,1,1,0.0020322770463351864,6.495552925887928e-5
VEN,4989,2009,Non-human rights,0,1,1,0.0020094781476917515,6.422683209105248e-5
ALB,4990,2009,Non-human rights,0,1,1,0.0019920338299395258,6.366927774864665e-5
ARE,4990,2009,Non-human rights,0,1,1,0.00202891039864167,6.484792464702043e-5
ARG,4990,2009,Non-human rights,0,1,1,0.0020143716151455804,6.438323683367738e-5
AUT,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
AZE,4990,2009,Non-human rights,0,1,1,0.0020346536082742855,6.503148880329723e-5
BGR,4990,2009,Non-human rights,0,1,1,0.0020540444471925778,6.565125775014563e-5
BHR,4990,2009,Non-human rights,0,1,1,0.0020118611910003893,6.430299879265379e-5
BLR,4990,2009,Non-human rights,0,1,1,0.0020196518897503918,6.455200468558333e-5
BOL,4990,2009,Non-human rights,0,1,1,0.0020502277009113758,6.552926711152213e-5
BRA,4990,2009,Non-human rights,1,1,1,-0.1787682074429851,-0.005713779796932784
BRB,4990,2009,Non-human rights,0,1,1,0.0019965600488274712,6.381394451243173e-5
BTN,4990,2009,Non-human rights,0,1,1,0.0019560245322312606,6.25183505189666e-5
BWA,4990,2009,Non-human rights,0,1,1,0.0019068368958346151,6.094621793945486e-5
CAN,4990,2009,Non-human rights,0,1,1,0.0020149575358553223,6.440196399977596e-5
CIV,4990,2009,Non-human rights,0,1,1,0.001869060524169313,5.973881158734123e-5
COL,4990,2009,Non-human rights,0,1,1,0.0020064910994308707,6.413136021576992e-5
COM,4990,2009,Non-human rights,0,1,1,0.0019982431848062244,6.386774081373412e-5
CPV,4990,2009,Non-human rights,0,1,1,0.0020309806609245746,6.491409425836021e-5
CRI,4990,2009,Non-human rights,0,1,1,0.0020109233357434074,6.427302311355268e-5
CYP,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
CZE,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
DEU,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
DNK,4990,2009,Non-human rights,0,1,1,0.0020149575358553223,6.440196399977596e-5
DOM,4990,2009,Non-human rights,0,1,1,0.002026886862674074,6.47832484996484e-5
DZA,4990,2009,Non-human rights,0,1,1,0.0020174619254025045,6.448200916330371e-5
ECU,4990,2009,Non-human rights,0,1,1,0.0020124131716007508,6.432064116680832e-5
EGY,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
ESP,4990,2009,Non-human rights,0,1,1,0.002024991151011602,6.472265786581717e-5
EST,4990,2009,Non-human rights,0,1,1,0.0020239192028384525,6.468839631616744e-5
FIN,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
FJI,4990,2009,Non-human rights,0,1,1,0.001952614784694439,6.240936835224243e-5
FRA,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
GBR,4990,2009,Non-human rights,0,1,1,0.00202793325163781,6.481669312722646e-5
GEO,4990,2009,Non-human rights,0,1,1,0.0020092219765806994,6.421864436382837e-5
GHA,4990,2009,Non-human rights,0,1,1,0.0019514312782049523,6.237154118170751e-5
GIN,4990,2009,Non-human rights,0,1,1,0.0019971955216700026,6.383425546112384e-5
GRC,4990,2009,Non-human rights,0,1,1,0.002021462190045189,6.460986540589117e-5
GTM,4990,2009,Non-human rights,0,1,1,0.0020133245371017445,6.434977018175837e-5
GUY,4990,2009,Non-human rights,0,1,1,0.002012350704806306,6.431864460649605e-5
HRV,4990,2009,Non-human rights,0,1,1,0.002014222886303054,6.437848317044048e-5
HTI,4990,2009,Non-human rights,0,1,1,0.0019924134103273287,6.368140987651302e-5
HUN,4990,2009,Non-human rights,0,1,1,0.0020236178213116646,6.46787635760759e-5
IND,4990,2009,Non-human rights,0,1,1,0.002020900310956872,6.45919066567989e-5
IRL,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
ISL,4990,2009,Non-human rights,0,1,1,0.0020149575358553223,6.440196399977596e-5
ISR,4990,2009,Non-human rights,0,1,1,0.0020129261254336283,6.433703616952708e-5
ITA,4990,2009,Non-human rights,0,1,1,0.0020189640295372566,6.453001933457968e-5
JAM,4990,2009,Non-human rights,0,1,1,0.0020176379913761245,6.448763657444906e-5
JOR,4990,2009,Non-human rights,0,1,1,0.002024719999561479,6.471399133780426e-5
KEN,4990,2009,Non-human rights,0,1,1,0.0019724258635561726,6.304256898547984e-5
KWT,4990,2009,Non-human rights,0,1,1,0.0019980779112216546,6.386245834834507e-5
LBN,4990,2009,Non-human rights,0,1,1,0.0019787344269406684,6.324420294785818e-5
LBY,4990,2009,Non-human rights,0,1,1,0.0020331294088650155,6.498277242404975e-5
LKA,4990,2009,Non-human rights,0,1,1,0.0020326259796811055,6.496668184764719e-5
LTU,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
LVA,4990,2009,Non-human rights,0,1,1,0.002019318867750632,6.454136065440252e-5
MAR,4990,2009,Non-human rights,0,1,1,0.002011569130833407,6.429366398136122e-5
MDA,4990,2009,Non-human rights,0,1,1,0.0019890501311342645,6.35739129284838e-5
MDG,4990,2009,Non-human rights,0,1,1,0.0019195069092583059,6.135117622461437e-5
MDV,4990,2009,Non-human rights,0,1,1,0.002028386857330628,6.483119124789606e-5
MEX,4990,2009,Non-human rights,0,1,1,0.002013299830021917,6.434898049540653e-5
MUS,4990,2009,Non-human rights,0,1,1,0.0020267923927976697,6.478022905855796e-5
MWI,4990,2009,Non-human rights,0,1,1,0.002021928104799206,6.462475694811042e-5
NAM,4990,2009,Non-human rights,0,1,1,0.0021014750782142625,6.716723301870064e-5
NGA,4990,2009,Non-human rights,0,1,1,0.0019998096609811795,6.391780844068445e-5
NIC,4990,2009,Non-human rights,0,1,1,0.0019807802048906137,6.33095899922695e-5
NLD,4990,2009,Non-human rights,0,1,1,0.0020149575358553223,6.440196399977596e-5
NOR,4990,2009,Non-human rights,0,1,1,0.0020163921947967843,6.444781849142446e-5
PAK,4990,2009,Non-human rights,0,1,1,0.0020164109531288516,6.444841804422149e-5
PAN,4990,2009,Non-human rights,0,1,1,0.001996916648709025,6.382534213859779e-5
PNG,4990,2009,Non-human rights,0,1,1,0.001977449249882717,6.320312618810185e-5
POL,4990,2009,Non-human rights,0,1,1,0.0020180163309486787,6.449972904344543e-5
PRT,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
PRY,4990,2009,Non-human rights,0,1,1,0.002016488520945824,6.445089726260069e-5
QAT,4990,2009,Non-human rights,0,1,1,0.0020182210453430285,6.450627211386778e-5
ROU,4990,2009,Non-human rights,0,1,1,0.002027045464197982,6.478831771299472e-5
SEN,4990,2009,Non-human rights,0,1,1,0.002013767687425044,6.436393412847177e-5
SGP,4990,2009,Non-human rights,0,1,1,0.0020206889025589448,6.458514963299552e-5
SLV,4990,2009,Non-human rights,0,1,1,0.0019963000226071773,6.380563356841413e-5
SUR,4990,2009,Non-human rights,0,1,1,0.0019766637093767076,6.317801878484985e-5
SVK,4990,2009,Non-human rights,0,1,1,0.0020154428360831156,6.441747513946166e-5
SVN,4990,2009,Non-human rights,0,1,1,0.0020149575358553223,6.440196399977596e-5
SWE,4990,2009,Non-human rights,0,1,1,0.0020238843636207413,6.468728278697146e-5
TGO,4990,2009,Non-human rights,0,1,1,0.001957454519947935,6.256405570918059e-5
TTO,4990,2009,Non-human rights,0,1,1,0.002016496863418644,6.445116390426665e-5
TUN,4990,2009,Non-human rights,0,1,1,0.002035464086826977,6.505739327505121e-5
TUR,4990,2009,Non-human rights,0,1,1,0.001996915734752635,6.382531292677299e-5
UGA,4990,2009,Non-human rights,0,1,1,0.001977176682624443,6.319441440810524e-5
UKR,4990,2009,Non-human rights,0,1,1,0.002033869482695546,6.500642662387426e-5
VEN,4990,2009,Non-human rights,0,1,1,0.0020110705840521107,6.427772945604744e-5
ALB,4991,2009,Non-human rights,0,1,1,0.001947370628351402,6.224175491026977e-5
ARE,4991,2009,Non-human rights,0,1,1,0.0019842471970535464,6.342040180864355e-5
ARG,4991,2009,Non-human rights,0,1,1,0.0019697084135574566,6.29557139953005e-5
AUT,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
AZE,4991,2009,Non-human rights,0,1,1,0.001989990406686162,6.360396596492035e-5
BGD,4991,2009,Non-human rights,0,1,1,0.0019812153408428654,6.332349778408807e-5
BGR,4991,2009,Non-human rights,0,1,1,0.0020093812456044536,6.422373491176874e-5
BHR,4991,2009,Non-human rights,0,1,1,0.001967197989412265,6.28754759542769e-5
BLR,4991,2009,Non-human rights,0,1,1,0.001974988688162268,6.312448184720645e-5
BOL,4991,2009,Non-human rights,0,1,1,0.0020055644993232516,6.410174427314523e-5
BRA,4991,2009,Non-human rights,1,1,1,-0.1788128706445732,-0.00571520731977116
BRB,4991,2009,Non-human rights,0,1,1,0.0019518968472393473,6.238642167405484e-5
BTN,4991,2009,Non-human rights,0,1,1,0.0019113613306431364,6.10908276805897e-5
BWA,4991,2009,Non-human rights,0,1,1,0.0018621736942464914,5.9518695101077976e-5
CAN,4991,2009,Non-human rights,0,1,1,0.001970294334267198,6.297444116139905e-5
CIV,4991,2009,Non-human rights,0,1,1,0.001824397322581189,5.831128874896434e-5
COL,4991,2009,Non-human rights,0,1,1,0.0019618278978427465,6.270383737739302e-5
COM,4991,2009,Non-human rights,0,1,1,0.0019535799832181007,6.244021797535724e-5
CPV,4991,2009,Non-human rights,0,1,1,0.0019863174593364504,6.348657141998332e-5
CRI,4991,2009,Non-human rights,0,1,1,0.0019662601341552833,6.284550027517579e-5
CYP,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
CZE,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
DEU,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
DNK,4991,2009,Non-human rights,0,1,1,0.001970294334267198,6.297444116139905e-5
DOM,4991,2009,Non-human rights,0,1,1,0.00198222366108595,6.33557256612715e-5
DZA,4991,2009,Non-human rights,0,1,1,0.0019727987238143804,6.305448632492682e-5
ECU,4991,2009,Non-human rights,0,1,1,0.001967749970012627,6.289311832843144e-5
EGY,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
ESP,4991,2009,Non-human rights,0,1,1,0.0019803279494234782,6.329513502744029e-5
EST,4991,2009,Non-human rights,0,1,1,0.001979256001250329,6.326087347779056e-5
FIN,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
FJI,4991,2009,Non-human rights,0,1,1,0.0019079515831063151,6.098184551386554e-5
FRA,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
GBR,4991,2009,Non-human rights,0,1,1,0.001983270050049686,6.338917028884956e-5
GEO,4991,2009,Non-human rights,0,1,1,0.0019645587749925753,6.279112152545146e-5
GHA,4991,2009,Non-human rights,0,1,1,0.0019067680766168284,6.0944018343330616e-5
GIN,4991,2009,Non-human rights,0,1,1,0.0019525323200818793,6.240673262274697e-5
GRC,4991,2009,Non-human rights,0,1,1,0.0019767989884570654,6.318234256751429e-5
GTM,4991,2009,Non-human rights,0,1,1,0.0019686613355136204,6.292224734338147e-5
GUY,4991,2009,Non-human rights,0,1,1,0.0019676875032181825,6.289112176811917e-5
HRV,4991,2009,Non-human rights,0,1,1,0.00196955968471493,6.295096033206358e-5
HTI,4991,2009,Non-human rights,0,1,1,0.001947750208739205,6.225388703813613e-5
HUN,4991,2009,Non-human rights,0,1,1,0.001978954619723541,6.325124073769902e-5
IND,4991,2009,Non-human rights,0,1,1,0.001976237109368748,6.316438381842201e-5
IRL,4991,2009,Non-human rights,0,1,1,0.0019760257009708206,6.315762679461863e-5
ISL,4991,2009,Non-human rights,0,1,1,0.001970294334267198,6.297444116139905e-5
ISR,4991,2009,Non-human rights,0,1,1,0.0019682629238455046,6.290951333115019e-5
ITA,4991,2009,Non-human rights,0,1,1,0.001974300827949133,6.31024964962028e-5
JAM,4991,2009,Non-human rights,0,1,1,0.0019729747897880004,6.306011373607216e-5
JOR,4991,2009,Non-human rights,0,1,1,0.001980056797973355,6.328646849942737e-5
KEN,4991,2009,Non-human rights,0,1,1,0.0019277626619680487,6.161504614710294e-5
KWT,4991,2009,Non-human rights,0,1,1,0.0019534147096335304,6.243493550996816e-5
LBN,4991,2009,Non-human rights,0,1,1,0.0019340712253525442,6.181668010948128e-5
LBY,4991,2009,Non-human rights,0,1,1,0.0019884662072768918,6.355524958567287e-5
LKA,4991,2009,Non-human rights,0,1,1,0.0019879627780929818,6.353915900927031e-5
